,Description,Timing,Open Book Exam,Component Scale,Must Pass Component,% of Final Grade,Assessment Type,Module Code,Scaled % of Final Grade,Work Type,Level,Credits,School,Module Coordinator,Semester,Enrolled Students 22/23,Stage,Student Credits,Assessment Credits
1103,Assignment: Brightspace Quiz 1,Week 4,,Graded,No,6,Assignment,MEEN40170,6,At home,4,5.0,Mechanical & Materials Eng,Dr Neal Murphy,Autumn,34,,10.2,0.3
1104,Lab Report: One lab report to be submitted via Brightspace - Laboratory Experiment to demonstrate a concept discussed in lectures.,Varies over the Trimester,,Graded,No,6,Lab Report,MEEN40170,6,Blended,4,5.0,Mechanical & Materials Eng,Dr Neal Murphy,Autumn,34,,10.2,0.3
1105,Examination: Final Examination,2 hour End of Trimester Exam,No,Graded,No,76,Examination,MEEN40170,76,In person,4,5.0,Mechanical & Materials Eng,Dr Neal Murphy,Autumn,34,,129.2,3.8
1106,Assignment: Studies using computational fluid dynamics,Varies over the Trimester,,Graded,No,30,Assignment,MEEN40190,30,At home,4,5.0,Mechanical & Materials Eng,Dr Malachy O'Rourke,Spring,39,,58.5,1.5
1107,Examination: Final Examination,2 hour End of Trimester Exam,Yes,Standard conversion grade scale 40%,No,70,Examination,MEEN40190,70,In person,4,5.0,Mechanical & Materials Eng,Dr Malachy O'Rourke,Spring,39,,136.5,3.5
1108,Examination: End of semester examination,2 hour End of Trimester Exam,No,Standard conversion grade scale 40%,No,50,Examination,MEEN40200,50,In person,4,5.0,Mechanical & Materials Eng,Assoc Professor James O'Donnell,Spring,18,,45.0,2.5
1109,Presentation: Assignment & presentation,Week 11,,Graded,No,50,Presentation,MEEN40200,50,In person,4,5.0,Mechanical & Materials Eng,Assoc Professor James O'Donnell,Spring,18,,45.0,2.5
1110,Continuous Assessment: Group and individual assignments related to the semester-long project.,Throughout the Trimester,,Graded,No,100,Continuous Assessment,MEEN40250,100,At home,4,5.0,Mechanical & Materials Eng,Dr Donal Holland,Autumn,6,,30.0,5.0
1111,Group Project: Various Assignments and Case Studies,Varies over the Trimester,,Graded,No,40,Group Project,MEEN40260,40,At home,4,5.0,Mechanical & Materials Eng,Assoc Professor Nikolaos Papakostas,Autumn,11,,22.0,2.0
1112,Assignment: Individual assignment,Varies over the Trimester,,Standard conversion grade scale 40%,No,60,Assignment,MEEN40260,60,At home,4,5.0,Mechanical & Materials Eng,Assoc Professor Nikolaos Papakostas,Autumn,11,,33.0,3.0
1113,Continuous Assessment: In-semester assignments (WR),Week 12,,Alternative linear conversion grade scale 40%,No,50,Continuous Assessment,MEEN40270,50,At home,4,5.0,Mechanical & Materials Eng,Dr Vincent Hargaden,Spring,13,,32.5,2.5
1114,Continuous Assessment: In-semester assignments (DH),Week 6,,Alternative linear conversion grade scale 40%,No,50,Continuous Assessment,MEEN40270,50,At home,4,5.0,Mechanical & Materials Eng,Dr Vincent Hargaden,Spring,13,,32.5,2.5
1115,Attendance: Participation during case study discussion sessions,Throughout the Trimester,,Alternative linear conversion grade scale 40%,No,40,Attendance,MEEN40280,40,In person,4,5.0,Mechanical & Materials Eng,Dr Vincent Hargaden,Spring,7,,14.0,2.0
1116,Continuous Assessment: Industry based teaching case study development,Varies over the Trimester,,Graded,No,60,Continuous Assessment,MEEN40280,60,At home,4,5.0,Mechanical & Materials Eng,Dr Vincent Hargaden,Spring,7,,21.0,3.0
1117,Assignment: Assignment 2,Varies over the Trimester,,Standard conversion grade scale 40%,No,25,Assignment,MEEN40300,25,At home,4,5.0,Mechanical & Materials Eng,Dr Vincent Hargaden,Spring,6,,7.5,1.25
1118,Assignment: Assignment 3,Coursework (End of Trimester),,Standard conversion grade scale 40%,No,50,Assignment,MEEN40300,50,At home,4,5.0,Mechanical & Materials Eng,Dr Vincent Hargaden,Spring,6,,15.0,2.5
1119,Assignment: Assignment 1,Varies over the Trimester,,Standard conversion grade scale 40%,No,25,Assignment,MEEN40300,25,At home,4,5.0,Mechanical & Materials Eng,Dr Vincent Hargaden,Spring,6,,7.5,1.25
1120,Continuous Assessment: Continuous assessment,Throughout the Trimester,,Standard conversion grade scale 40%,Yes,100,Continuous Assessment,MEEN40310,100,At home,4,5.0,Mechanical & Materials Eng,Dr Kevin Roche,Spring,11,,55.0,5.0
1121,Assignment: Group Assignment,Varies over the Trimester,,Graded,No,50,Assignment,MEEN40330,50,At home,4,5.0,Mechanical & Materials Eng,Dr Vincent Hargaden,Spring,11,,27.5,2.5
1122,Assignment: Individual Report,Varies over the Trimester,,Graded,No,50,Assignment,MEEN40330,50,At home,4,5.0,Mechanical & Materials Eng,Dr Vincent Hargaden,Spring,11,,27.5,2.5
1123,Project: Industry Based Decision Analysis Application,Week 10,,Graded,No,25,Project,MEEN40360,25,At home,4,5.0,Mechanical & Materials Eng,Dr Vincent Hargaden,Autumn,6,,7.5,1.25
1124,Journal: Group Simulation Journal,Coursework (End of Trimester),,Graded,No,50,Journal,MEEN40360,50,Blended,4,5.0,Mechanical & Materials Eng,Dr Vincent Hargaden,Autumn,6,,15.0,2.5
1125,Presentation: Industry Based Application,Week 10,,Graded,No,25,Presentation,MEEN40360,25,In person,4,5.0,Mechanical & Materials Eng,Dr Vincent Hargaden,Autumn,6,,7.5,1.25
1126,Assignment: Individual essay assignment on an Economics topic,Varies over the Trimester,,Standard conversion grade scale 40%,Yes,30,Assignment,MEEN40430,30,At home,4,5.0,Mechanical & Materials Eng,Dr Kevin Roche,Spring,226,,339.0,1.5
1127,Examination: Final examination focused on Management and Law course content,2 hour End of Trimester Exam,No,Standard conversion grade scale 40%,Yes,50,Examination,MEEN40430,50,In person,4,5.0,Mechanical & Materials Eng,Dr Kevin Roche,Spring,226,,565.0,2.5
1128,Group Project: Group assignment - prerecorded Ethics presentation and written script,Varies over the Trimester,,Standard conversion grade scale 40%,Yes,20,Group Project,MEEN40430,20,Blended,4,5.0,Mechanical & Materials Eng,Dr Kevin Roche,Spring,226,,226.0,1.0
1129,"Journal: Diary of experiences. Final Report summarising experiences under ""General Learning"", ""Technical Learning"" and Personal Learning"" headings. Appraisal forms from Employer and UCD Academic Staff.",Unspecified,,Pass/Fail Grade Scale,No,100,Journal,MEEN40530,600,Blended,4,30.0,Mechanical & Materials Eng,Assoc Professor James O'Donnell,2 Trimester duration (Spr-Sum),23,,690.0,30.0
1130,"Journal: Diary of experiences. Final Report summarising experiences under ""General Learning"", ""Technical Learning"" and Personal Learning"" headings. Appraisal forms from Employer and UCD Academic Staff.",Unspecified,,Pass/Fail Grade Scale,No,100,Journal,MEEN40540,200,Blended,4,10.0,Mechanical & Materials Eng,Assoc Professor James O'Donnell,Summer,0,,0.0,10.0
1131,Presentation: Oral Presentation,Week 12,,Graded,No,20,Presentation,MEEN40550,120,In person,4,30.0,Mechanical & Materials Eng,Assoc Professor James O'Donnell,Summer,0,,0.0,6.0
1132,Project: Final Research Report,Week 12,,Graded,No,80,Project,MEEN40550,480,At home,4,30.0,Mechanical & Materials Eng,Assoc Professor James O'Donnell,Summer,0,,0.0,24.0
1133,Assignment: Assignment 4: IP/Patents and Horizon Scan - based on points from Hugh Hayden’s lecture as applied to your project: (10%),Throughout the Trimester,,Standard conversion grade scale 40%,No,10,Assignment,MEEN40560,10,At home,4,5.0,Mechanical & Materials Eng,Professor Lizbeth Goodman,Autumn,119,,59.5,0.5
1134,Assignment: Assignment 1: 1.	Assignment 1: Critical Review of Journal Paper (reviewed by subject specialists & second marked) (20% of overall grade),Throughout the Trimester,,Standard conversion grade scale 40%,No,20,Assignment,MEEN40560,20,At home,4,5.0,Mechanical & Materials Eng,Professor Lizbeth Goodman,Autumn,119,,119.0,1.0
1135,Assignment: Assignment 3: Experimental Design and Analysis - (20%),Throughout the Trimester,,Standard conversion grade scale 40%,No,20,Assignment,MEEN40560,20,At home,4,5.0,Mechanical & Materials Eng,Professor Lizbeth Goodman,Autumn,119,,119.0,1.0
1136,Assignment: Assignment 2.	Technical Communications Assignment (20%),Throughout the Trimester,,Standard conversion grade scale 40%,No,20,Assignment,MEEN40560,20,At home,4,5.0,Mechanical & Materials Eng,Professor Lizbeth Goodman,Autumn,119,,119.0,1.0
1137,Assignment: Assignment 5: State of the Art Review (to be marked by supervisors & subject specialist markers (30%),Throughout the Trimester,,Standard conversion grade scale 40%,No,30,Assignment,MEEN40560,30,At home,4,5.0,Mechanical & Materials Eng,Professor Lizbeth Goodman,Autumn,119,,178.5,1.5
1138,Project: Final Report,Week 12,,Graded,No,70,Project,MEEN40570,280,At home,4,20.0,Mechanical & Materials Eng,Assoc Professor James O'Donnell,2 Trimester duration (Aut-Spr),15,,210.0,14.0
1139,Presentation: Final Oral Presentation,Week 12,,Graded,No,15,Presentation,MEEN40570,60,In person,4,20.0,Mechanical & Materials Eng,Assoc Professor James O'Donnell,2 Trimester duration (Aut-Spr),15,,45.0,3.0
1140,Assignment: Assignment: Interim Report,Week 1,,Graded,No,10,Assignment,MEEN40570,40,At home,4,20.0,Mechanical & Materials Eng,Assoc Professor James O'Donnell,2 Trimester duration (Aut-Spr),15,,30.0,2.0
1141,Presentation: Interim Oral Presentation,Week 1,,Graded,No,5,Presentation,MEEN40570,20,In person,4,20.0,Mechanical & Materials Eng,Assoc Professor James O'Donnell,2 Trimester duration (Aut-Spr),15,,15.0,1.0
1142,Group Project: Group Project Report in the form of an Enterprise Ireland Grant Application to develop your technology,Coursework (End of Trimester),,Graded,No,23,Group Project,MEEN40600,23,Blended,4,5.0,Mechanical & Materials Eng,Assoc Professor Eoin O'Cearbhaill,Autumn,68,,78.2,1.1500000000000001
1143,Presentation: Project Update Presentations & Final Presentation Grade,Varies over the Trimester,,Graded,No,33,Presentation,MEEN40600,33,In person,4,5.0,Mechanical & Materials Eng,Assoc Professor Eoin O'Cearbhaill,Autumn,68,,112.2,1.6500000000000001
1144,"Attendance: Grade based on Attendance, Interaction with the Module, Individual, Mentor and Peer-Assessment Reports",Coursework (End of Trimester),,Graded,No,15,Attendance,MEEN40600,15,In person,4,5.0,Mechanical & Materials Eng,Assoc Professor Eoin O'Cearbhaill,Autumn,68,,51.0,0.75
1145,Multiple Choice Questionnaire (Short): In-class MCQ / Short Answer Questions Quiz,Varies over the Trimester,,Graded,No,30,Multiple Choice Questionnaire,MEEN40600,30,Blended,4,5.0,Mechanical & Materials Eng,Assoc Professor Eoin O'Cearbhaill,Autumn,68,,102.0,1.5
1146,Continuous Assessment: Group and individual assignments throughout the trmester,Throughout the Trimester,,Graded,No,100,Continuous Assessment,MEEN40620,100,At home,4,5.0,Mechanical & Materials Eng,Dr Donal Holland,Autumn,56,,280.0,5.0
1147,Assignment: A medical device related assignment,Unspecified,,Graded,No,30,Assignment,MEEN40630,30,At home,4,5.0,Mechanical & Materials Eng,Professor Dimitrios Zevgolis,Autumn,70,,105.0,1.5
1148,Examination: end of semester examination,Unspecified,No,Graded,No,20,Examination,MEEN40630,20,In person,4,5.0,Mechanical & Materials Eng,Professor Dimitrios Zevgolis,Autumn,70,,70.0,1.0
1149,Multiple Choice Questionnaire: x1 multiple choice in class examination associated with the lectures delivered by Prof Dimitrios Zevgolis,Unspecified,,Graded,No,20,Multiple Choice Questionnaire,MEEN40630,20,Blended,4,5.0,Mechanical & Materials Eng,Professor Dimitrios Zevgolis,Autumn,70,,70.0,1.0
1150,Lab Report: A medical device related lab report,Unspecified,,Graded,No,10,Lab Report,MEEN40630,10,Blended,4,5.0,Mechanical & Materials Eng,Professor Dimitrios Zevgolis,Autumn,70,,35.0,0.5
1151,Multiple Choice Questionnaire: x1 multiple choice in class examination associated with the lectures delivered by Prof Kenneth Stanton,Unspecified,,Graded,No,20,Multiple Choice Questionnaire,MEEN40630,20,Blended,4,5.0,Mechanical & Materials Eng,Professor Dimitrios Zevgolis,Autumn,70,,70.0,1.0
1152,Continuous Assessment: In-class engagement exercises x10.,Throughout the Trimester,,Graded,No,10,Continuous Assessment,MEEN40670,10,At home,4,5.0,Mechanical & Materials Eng,Mr Barry Brophy,Spring,32,,16.0,0.5
1153,"Group Project: Communication Exercise 3: Give short presentation on a technical topic of their choice using tools: analogies, examples, demo’s, stories, graphs, videos, visuals, interaction. Also 1500-word report.",Week 11,,Graded,No,25,Group Project,MEEN40670,25,Blended,4,5.0,Mechanical & Materials Eng,Mr Barry Brophy,Spring,32,,40.0,1.25
1154,"Group Project: Communication Exercise 1: This will involve groups choosing a topic, and then delivering a 5-minute presentation and a 1000-word report on this topic.",Week 4,,Graded,No,20,Group Project,MEEN40670,20,Blended,4,5.0,Mechanical & Materials Eng,Mr Barry Brophy,Spring,32,,32.0,1.0
1155,Class Test: In-class theory exam.,Week 9,,Graded,No,20,Class Test,MEEN40670,20,In person,4,5.0,Mechanical & Materials Eng,Mr Barry Brophy,Spring,32,,32.0,1.0
1156,"Group Project: Communication Exercise 2: Each group slects both static (newspaper, magazine, book) and dynamic (video, presentation) communication and appraises each via short presentation & a 1500-word report.",Week 7,,Graded,No,25,Group Project,MEEN40670,25,Blended,4,5.0,Mechanical & Materials Eng,Mr Barry Brophy,Spring,32,,40.0,1.25
1157,Presentation: Interim Presentation,Varies over the Trimester,,Graded,No,5,Presentation,MEEN40700,25,In person,4,25.0,Mechanical & Materials Eng,Dr Malachy O'Rourke,2 Trimester duration (Aut-Spr),41,,51.25,1.25
1158,Assignment: Interim Report,Varies over the Trimester,,Graded,No,10,Assignment,MEEN40700,50,At home,4,25.0,Mechanical & Materials Eng,Dr Malachy O'Rourke,2 Trimester duration (Aut-Spr),41,,102.5,2.5
1159,Presentation: Final Presentation,Varies over the Trimester,,Graded,No,15,Presentation,MEEN40700,75,In person,4,25.0,Mechanical & Materials Eng,Dr Malachy O'Rourke,2 Trimester duration (Aut-Spr),41,,153.75,3.75
1160,Assignment: Thesis,Varies over the Trimester,,Graded,No,70,Assignment,MEEN40700,350,At home,4,25.0,Mechanical & Materials Eng,Dr Malachy O'Rourke,2 Trimester duration (Aut-Spr),41,,717.5,17.5
1161,Continuous Assessment: •	A brief letter will be sought from an employer or Academic Supervisor commenting on the engagement of the student with the process and highlighting any particular achievements.,Unspecified,,Graded,No,10,Continuous Assessment,MEEN40710,20,At home,4,10.0,Mechanical & Materials Eng,Professor Alojz Ivankovic,Summer,0,,0.0,1.0
1162,"Fieldwork: •	Students must complete a Final report, summarising their experiences, with specific reference to the “General Learning”, “Technical Learning” and “Personal Learning” headings.",Unspecified,,Graded,Yes,40,Fieldwork,MEEN40710,80,In person,4,10.0,Mechanical & Materials Eng,Professor Alojz Ivankovic,Summer,0,,0.0,4.0
1163,"Journal: •	Students are required to keep a Diary of their experience, to be shown to the module coordinator or academic supervisor, on request.",Unspecified,,Graded,Yes,40,Journal,MEEN40710,80,Blended,4,10.0,Mechanical & Materials Eng,Professor Alojz Ivankovic,Summer,0,,0.0,4.0
1164,Presentation: •	Students may be required to present for Oral Examination on completion of the placement.,Unspecified,,Graded,No,10,Presentation,MEEN40710,20,In person,4,10.0,Mechanical & Materials Eng,Professor Alojz Ivankovic,Summer,0,,0.0,1.0
1165,"Fieldwork: •	Diary, •	Final Report, •	10-minute presentation,•	An assessment from an employer,•	Oral Examination may be required .This module is on a 'Pass/Fail' basis and is “grade neutral”.",Unspecified,,Graded,Yes,100,Fieldwork,MEEN40720,600,In person,4,30.0,Mechanical & Materials Eng,Professor Alojz Ivankovic,2 Trimester duration (Spr-Sum),26,,780.0,30.0
1166,Assignment: Industry Analysis using Financial Accounting principles,Varies over the Trimester,,Graded,No,50,Assignment,MEEN40730,50,At home,4,5.0,Mechanical & Materials Eng,Dr Vincent Hargaden,Spring,11,,27.5,2.5
1167,Assignment: Industry Application,Varies over the Trimester,,Graded,No,50,Assignment,MEEN40730,50,At home,4,5.0,Mechanical & Materials Eng,Dr Vincent Hargaden,Spring,11,,27.5,2.5
1168,Assignment: Interim Report with Research Plan,Week 1,,Graded,No,10,Assignment,MEEN40740,50,At home,4,25.0,Mechanical & Materials Eng,Dr Mert Celikin,2 Trimester duration (Aut-Spr),10,,25.0,2.5
1169,Presentation: Final Project Oral Presentation,Week 12,,Graded,No,15,Presentation,MEEN40740,75,In person,4,25.0,Mechanical & Materials Eng,Dr Mert Celikin,2 Trimester duration (Aut-Spr),10,,37.5,3.75
1170,Essay: Final Thesis Submission and viva voce,Week 12,,Graded,Yes,70,Essay,MEEN40740,350,At home,4,25.0,Mechanical & Materials Eng,Dr Mert Celikin,2 Trimester duration (Aut-Spr),10,,175.0,17.5
1171,Presentation: Interim Oral Presentation,Week 1,,Graded,No,5,Presentation,MEEN40740,25,In person,4,25.0,Mechanical & Materials Eng,Dr Mert Celikin,2 Trimester duration (Aut-Spr),10,,12.5,1.25
1172,"Fieldwork: Students must complete a Final report, summarising their experiences, with specific reference to the “General Learning”, “Technical Learning” and “Personal Learning” headings.",Unspecified,,Graded,Yes,40,Fieldwork,MEEN40750,80,In person,4,10.0,Mechanical & Materials Eng,Dr Mert Celikin,Summer,0,,0.0,4.0
1173,"Journal: Students are required to keep a Diary of their experience, to be shown to the module coordinator or academic supervisor, on request.",Unspecified,,Graded,Yes,40,Journal,MEEN40750,80,Blended,4,10.0,Mechanical & Materials Eng,Dr Mert Celikin,Summer,0,,0.0,4.0
1174,Continuous Assessment: A brief letter will be sought from an employer or Academic Supervisor commenting on the engagement of the student with the process and highlighting any particular achievements.,Unspecified,,Graded,No,10,Continuous Assessment,MEEN40750,20,At home,4,10.0,Mechanical & Materials Eng,Dr Mert Celikin,Summer,0,,0.0,1.0
1175,Presentation: Students may be required to present for Oral Examination on completion of the placement.,Unspecified,,Graded,No,10,Presentation,MEEN40750,20,In person,4,10.0,Mechanical & Materials Eng,Dr Mert Celikin,Summer,0,,0.0,1.0
1176,Presentation: •	Students must prepare a 10-minute presentation on their experience. The presentation must be included as an Appendix to the Final Report.,Unspecified,,Graded,No,10,Presentation,MEEN40760,60,In person,4,30.0,Mechanical & Materials Eng,Dr Mert Celikin,2 Trimester duration (Spr-Sum),6,,18.0,3.0
